#Table1
objid,ra,dec,u,g,r,i,z,class,redshift
1237651066279231594,183.892869032693,64.8934911745469,19.32919,18.00449,17.22238,16.77591,16.49967,GALAXY,0.1112797
1237651066807844944,144.787441557644,59.1090944351236,18.27367,17.33228,16.98038,16.85371,16.82993,STAR,-0.0003386805
1237651066811056195,157.968450262971,62.6246689483506,19.35424,17.45681,16.37732,15.94333,15.55974,GALAXY,0.1154176
1237651271905181709,210.120059328796,64.5085985792516,18.7818,18.13368,18.08109,17.9918,17.7964,QSO,2.351641
1237651272416035011,113.74520087516,37.2457126326583,19.5758,19.25858,18.88959,18.82517,18.76248,QSO,1.12844
1237651272415052003,112.476462645021,35.3634222473212,17.95939,16.69377,16.24889,16.10293,16.04553,STAR,-0.0002897047
1237651272415051859,112.399946077918,35.3186820829357,15.84934,14.76792,14.55722,14.51446,14.53483,STAR,0.0001371154
1237651271905050684,209.80933342227,64.7897031376529,17.70442,16.45945,15.93833,15.69505,15.59155,STAR,-0.0009155915
1237651271905050670,209.773035776065,64.775402156312,18.54202,17.54449,17.14705,16.98571,16.93091,STAR,-0.001419239
1237651271904985218,209.264583807236,64.7812029216115,19.30061,17.89522,17.21316,16.91176,16.70945,GALAXY,0.03249491
1237651271904985197,209.601042552047,64.8091444210123,18.91783,17.96357,17.60362,17.46946,17.42819,STAR,-0.0008275968
1237651272415904060,113.551432120455,37.0804117018873,19.32742,18.00002,17.30012,16.93287,16.66632,GALAXY,0.09730962
1237651272415052142,112.39007736773,35.2849246216566,19.58901,18.76403,18.3489,18.17564,18.13516,GALAXY,-0.0005133736
1237651272417280221,115.685268241642,39.6645172553986,18.78041,16.86316,15.93104,15.48114,15.12461,GALAXY,0.07107595
1237651272417280138,115.679248964864,39.7534629780752,17.95029,18.07597,18.51635,18.83438,19.22906,STAR,-0.0001232136
1237651272417149179,115.363445321198,39.5418368290738,18.81728,17.76084,17.45501,17.27589,17.12484,GALAXY,0.03445201
1237651272416559483,114.502218281404,38.3112889290662,18.68468,17.59153,16.96103,16.52149,16.31646,GALAXY,0.1213697
1237651272415904104,113.674245533998,37.0592920344391,19.36069,17.84659,17.16759,16.87554,16.71616,STAR,0.0002164643
1237651272415903970,113.750698408422,37.0653356618935,18.18226,17.25549,16.94373,16.83162,16.81271,STAR,0.0002651162
1237651272415903967,113.620509055296,37.1220895633356,18.87166,17.30847,16.59442,16.28795,16.14777,STAR,0.0002016098
1237651272415248560,112.677038212779,35.7379717378765,18.65791,17.74322,17.36325,17.20524,17.15621,STAR,0.0006821532
1237651272415052123,112.514848703854,35.3911864061135,16.10565,15.00381,14.67015,14.5701,14.55406,STAR,-2.172412E-05
1237651271905181988,210.358896796051,64.5032351363652,19.43164,18.54051,18.20135,18.09875,18.08521,STAR,0.0002886815
1237651271905050790,209.759958717955,64.6006581999625,19.20948,18.35562,18.02517,17.92543,17.90238,STAR,-0.000446351
1237651271905050777,209.845657768702,64.7501232500339,19.48872,18.47208,18.1554,18.02775,18.05549,STAR,-0.001101996
1237651272417345835,115.717600915315,39.963177344368,18.75007,17.57013,17.10914,16.81109,16.61305,GALAXY,0.05115099
1237651272414921021,112.29699844025,35.1416924260147,18.2013,17.13217,16.84357,16.73861,16.71497,STAR,-3.25523E-05
1237651271905116466,210.086980480073,64.6531028348103,19.31159,19.07034,19.39316,19.67128,19.98757,STAR,-0.0001056906
1237651271905116463,209.975767618829,64.5427549572225,19.04739,18.70894,18.70978,18.2992,18.62348,GALAXY,0.102046
1237651272417214740,115.386958613111,39.6193614786412,18.84527,17.58551,16.84265,16.44003,16.11525,GALAXY,0.09633078
1237651272417083532,115.351029890879,39.434495579022,18.33371,17.41779,17.08612,16.95905,16.9251,STAR,-0.0003040693
1237651272417083519,115.279783581638,39.4551806158713,19.09587,17.99272,17.73031,17.58962,17.64941,STAR,0.0001056185
1237651272417018057,115.19456642472,39.2461090166061,19.18013,18.99451,19.28047,19.59329,19.81051,STAR,-6.170783E-05
1237651272416952571,115.19650036791,39.0670258043541,18.7888,17.62072,17.01257,16.65379,16.38701,GALAXY,0.06135277
1237651272416887364,114.979640601149,39.0414054225072,17.82562,16.96059,16.66876,16.50605,16.45243,GALAXY,0.01063656
1237651272416887139,115.046588233096,38.9858403201014,19.37151,18.99089,19.16241,18.92463,18.3476,STAR,-0.0001300945
1237651272416559244,114.630647156776,38.2791243910262,18.85049,17.67038,17.02587,16.81369,16.82788,STAR,6.179095E-05
1237651272415903876,113.611588308397,37.0521695027442,18.74983,17.79043,17.48982,17.38577,17.36687,STAR,0.0003821611
1237651272415903781,113.518340538337,37.0214541122822,15.56055,14.50712,14.2565,14.18052,14.19483,STAR,2.363193E-06
1237651272415511007,113.043573591545,36.2620988598598,19.41141,18.34174,18.15964,18.11521,18.1106,STAR,8.626092E-06
1237651272415183069,112.619127356883,35.6198714317926,19.22803,18.21847,17.67894,17.47624,17.40686,STAR,0.0001328355
1237651272415183003,112.657220188398,35.5581076574985,17.80566,16.48702,15.9219,15.73196,15.66849,STAR,3.179462E-05
1237651272415117511,112.500171847699,35.5249267887977,18.73953,17.76349,17.42257,17.29879,17.24372,STAR,0.0001678727
1237651271905378509,211.517563574394,64.4631533149958,19.47609,19.215,19.22707,18.99086,18.97669,QSO,1.795582
1237651271904985131,209.275921172727,64.6890297881317,17.04715,15.91511,15.41512,15.22088,15.14966,STAR,-0.001207504
1237651271904985125,209.28565404461,64.7397795720145,17.49217,15.84037,15.14661,14.86038,14.71301,STAR,0.0001716697
1237651272416559306,114.52864922742,38.3785802820105,19.12638,19.06877,18.75307,18.67494,18.6699,QSO,1.292629
1237651272417869918,116.608374618686,40.8778832071336,18.91159,17.9641,17.58296,17.45298,17.39653,STAR,-0.0004205978
1237651272415641728,113.287244051291,36.5046278258746,18.11192,17.08386,16.78229,16.66828,16.64749,STAR,8.800635E-06
1237651272417345622,115.747159546799,39.8809689437253,16.6322,15.67641,15.31309,15.16141,15.1031,STAR,0.0003273248
1237651272418394185,117.299143947726,41.9666758590779,19.21565,17.5818,16.88038,16.59663,16.42863,STAR,0.0003207616
1237651272418394194,117.357699390789,41.9459945474934,19.10961,17.46282,16.77292,16.51114,16.38336,STAR,-1.568756E-05
1237651272416821390,115.02631737277,38.8134760943899,18.78767,18.66628,18.35884,18.21243,18.22741,QSO,1.314851
1237651272416428172,114.496497000146,38.0295792387612,18.75259,17.82664,17.50227,17.37542,17.35015,STAR,-5.097321E-05
1237651272416428169,114.439062281527,38.0488767996345,19.06858,17.84411,17.7943,17.82878,17.90566,STAR,9.612161E-05
1237651272416297603,114.065580612592,37.8152290572948,18.98151,17.84912,17.34449,17.02929,16.80953,GALAXY,0.05903854
1237651272416297352,114.278828897308,37.7436019809439,18.71708,17.47001,16.90953,16.58028,16.36956,GALAXY,0.08619616
1237651272416297041,114.179392331873,37.7806467441721,19.17395,17.98863,17.8151,17.78099,17.81159,STAR,-4.205646E-05
1237651272416231785,114.093435616434,37.7382585280804,19.39792,18.71139,18.25675,17.92407,17.93282,GALAXY,0.201891
1237651272416231741,114.007896098968,37.7378961846085,19.13069,17.22554,16.2269,15.7779,15.40719,GALAXY,0.09801672
1237651272415969591,113.713930155892,37.1459719738052,18.9094,17.07146,16.17699,15.73976,15.40408,GALAXY,0.05795819
1237651272418918550,118.306168957636,42.9612373036376,19.23124,18.29228,17.93825,17.78903,17.74176,STAR,6.144443E-05
1237651272418918576,118.248634796858,43.0089900287227,19.27892,19.15561,18.90659,19.00209,19.00335,QSO,1.079412
1237651272415772872,113.515597567149,36.7845366273436,16.77502,15.28229,14.66357,14.42917,14.30166,STAR,-8.914719E-05
1237651272415707535,113.238202682692,36.6230563291144,19.54105,17.80772,17.18664,16.92111,16.79448,STAR,-0.0001236438
1237651272415707476,113.438702007474,36.6788069033556,17.01027,15.97155,15.37745,15.0955,14.81166,GALAXY,0.01554776
1237651272415707459,113.410298109567,36.6711974215699,17.80751,16.39511,15.83325,15.61698,15.48245,STAR,0.0001340039
1237651272415707453,113.438018759829,36.6540834108355,18.13156,16.95969,16.95901,16.9793,17.00446,STAR,1.545047E-05
1237651272415707195,113.350939483048,36.5772479364013,16.59594,15.31824,14.76618,14.59295,14.47476,STAR,5.324686E-05
1237651272415707190,113.297756224471,36.5999522331785,17.28098,15.61772,14.94839,14.72205,14.58685,STAR,4.463017E-05
1237651272415641869,113.380880801468,36.5478239516386,19.28003,18.39254,18.05744,17.94819,17.92077,STAR,-0.0005215551
1237651272415641814,113.359556276945,36.5210648272092,19.49231,19.17405,19.13835,19.28781,19.15518,QSO,0.7385378
1237651272415576447,113.223523097746,36.4287226589463,19.44052,17.9555,17.14517,16.6372,16.34859,GALAXY,0.08461716
1237651272418983959,118.221699385466,43.0759233251536,19.22787,18.09373,17.65472,17.53346,17.47337,STAR,3.383094E-05
1237651272415379534,112.821425118336,36.0046237923151,17.67456,16.08533,15.52129,15.32672,15.24404,STAR,0.0001815606
1237651272415314022,112.792073502912,35.8524045227394,18.99835,17.40977,16.78591,16.52324,16.51442,STAR,7.796552E-05
1237651272415117338,112.455593030047,35.4444586849213,17.16313,16.10284,15.84074,15.74705,15.7405,STAR,0.0003200657
1237651272417935489,116.66866408601,41.0285837272833,18.48933,17.57838,17.21103,17.07138,17.00872,STAR,0.0003620252
1237651272417935642,116.571501296159,41.0147689083892,19.26403,17.75537,17.09148,16.84176,16.69172,STAR,-0.0001139264
1237651272417935920,116.632412217992,41.0353862727765,19.59655,18.24269,17.61673,17.31893,17.06592,GALAXY,0.02891645
1237651272414789656,112.051872018673,34.7571691713464,18.20927,17.00747,16.53968,16.34102,16.27236,STAR,0.0001533468
1237651272414724127,111.934339938103,34.6455009756134,19.01042,18.05698,17.69061,17.53796,17.5257,STAR,0.0005415489
1237651272414724117,112.002468623454,34.6180847631153,18.63915,17.57297,17.38696,17.34189,17.36517,STAR,-3.779366E-05
1237649929705750755,54.7781395256368,-5.56998646015702,19.5346,18.33315,17.80107,17.4143,17.1799,GALAXY,0.06482078
1237649929705750736,54.8295717360911,-5.56332683024291,19.42637,18.12152,17.45049,17.0749,16.78928,GALAXY,0.04350694
1237649929705750731,54.8172745522558,-5.55312256754187,19.17157,17.78975,17.24264,17.02735,16.94547,STAR,1.337632E-05
1237649921120927943,33.2410392825034,14.137821194316,19.49887,18.18884,17.69131,17.34736,17.18029,GALAXY,0.06217947
1237649921120927932,33.2189710423954,14.141497318861,18.51666,17.15436,16.53455,16.21748,15.99914,GALAXY,0.02620763
1237649921120600218,32.4270904512315,14.3254665325154,18.34048,16.73482,16.03326,15.64804,15.38123,GALAXY,0.04922551
1237649921120403654,32.0261648760194,14.4529650785561,19.4998,18.20059,17.49642,17.08614,16.79753,GALAXY,0.1058383
1237649921119551637,30.0709165374071,14.5572064452544,18.46057,17.44028,17.07186,16.81574,16.68668,GALAXY,0.04707541
1237649921119551528,29.9776497160395,14.5529905086713,18.15161,16.97207,16.51276,16.35168,16.264,STAR,0.0001205718
1237649921119092934,28.9526750803405,14.6464831337264,19.37175,17.39466,16.26874,15.8005,15.37848,GALAXY,0.1338409
1237649921119092738,28.8750603389773,14.676703824342,19.21762,17.02946,16.15516,15.87958,15.7369,STAR,8.825449E-05
1237649954403909651,20.4834914140552,14.8066461307886,18.36747,17.20548,17.10192,16.99129,16.86726,QSO,2.872293
1237649954403647590,19.887720093925,14.8764967199716,19.53856,17.25224,16.26019,15.79776,15.45117,GALAXY,0.05390706
1237649954403516599,19.6927739397847,14.8498811595957,19.18577,17.4136,16.55899,16.1188,15.80959,GALAXY,0.05275681
1237649954403647770,19.937016525702,14.8705030972494,19.23462,17.35509,16.42597,15.98449,15.64731,GALAXY,0.05460525
1237649954399715361,10.6613352225454,15.3525933684184,19.0826,17.10171,16.07878,15.59097,15.20748,GALAXY,0.07735746
1237649928632139880,55.119881715049,-6.23811382394868,19.31339,18.15288,17.68933,17.53699,17.4596,STAR,-0.0001707709
1237649927020150808,52.2507446150786,-7.88206704340011,16.87923,15.77091,15.37049,15.23259,15.19785,STAR,-4.011044E-05
1237649927018053835,47.423074950028,-8.47130438609983,18.42723,17.13346,16.52677,16.21459,15.94558,GALAXY,0.0324298
1237649954403713189,20.0805680751682,14.8368445604462,19.52507,18.07079,17.42441,16.99228,16.69989,GALAXY,0.05427487
1237649921119617030,30.1063246850394,14.5223019697155,18.97023,18.73841,18.62636,18.36066,18.25162,QSO,1.839408
1237649921119551590,29.9848541669672,14.5701876079033,19.48165,18.02053,17.36543,17.12169,16.96444,STAR,1.726235E-05
1237649921119486070,29.8872576700837,14.5681933512229,17.52872,16.17223,15.60475,15.39324,15.28749,STAR,6.925612E-06
1237649921119486066,29.8910322157336,14.674976829894,18.43782,16.83434,16.16004,15.90753,15.77806,STAR,3.560806E-06
1237649921119420470,29.7365259913747,14.5454181203911,17.392,16.25793,15.85968,15.71915,15.66729,STAR,-0.0005619462
1237649921119355050,29.618329664539,14.702174126876,17.23088,16.07309,15.63039,15.47796,15.41381,STAR,-0.0001174318
1237649921119354927,29.5320617970553,14.5947673258858,17.8369,16.58431,16.13387,16.00339,15.94058,STAR,-2.20361E-05
1237649921119354890,29.4856790966618,14.6042180634763,19.07099,17.67751,17.11913,16.9287,16.83043,STAR,-6.770354E-05
1237649921119289489,29.484779936928,14.6529980094999,19.23299,17.39536,16.53862,16.11394,15.79066,GALAXY,0.03310063
1237649921119289439,29.3510449388409,14.7199900933119,19.45973,17.42703,16.44464,15.99342,15.64634,GALAXY,0.0842558
1237649921119224073,29.3229294606718,14.7242354993024,18.25125,16.48949,15.70383,15.31129,15.00428,GALAXY,0.02707037
1237649921119224067,29.3086109993091,14.7069331942211,18.75482,17.43989,16.76747,16.36984,16.08591,GALAXY,0.0965812
1237649921119224046,29.2814285253322,14.7331188856789,19.19213,17.91018,17.27089,16.90438,16.6306,GALAXY,0.1352055
1237649921119158425,29.0567121955481,14.6894926525443,19.45274,18.20481,17.65298,17.43111,17.32713,STAR,-0.0002855345
1237649921119158354,29.1505548366865,14.6892326060161,18.06863,16.57807,15.97067,15.74823,15.64957,STAR,5.181774E-05
1237649921119158288,29.0447344997859,14.739955867435,17.99626,16.53571,15.91605,15.66849,15.55038,STAR,-0.0001911702
1237649921119158282,29.0270611443224,14.6350721524974,19.07074,18.08254,17.70118,17.51723,17.42398,STAR,-0.0003419929
1237649921119092777,28.8917345114407,14.6225355631185,18.25063,16.7134,16.06652,15.83623,15.68715,STAR,0.0002807009
1237649921119027376,28.8703304021416,14.7557404632048,19.31251,17.87583,17.16686,16.80458,16.54228,GALAXY,0.08538072
1237649921119027346,28.8260908711526,14.7140551371537,18.69064,17.52083,16.95583,16.63149,16.49185,GALAXY,0.0504658
1237649921119027327,28.7832638576528,14.6988375700353,19.40635,17.93001,17.10841,16.69619,16.3761,GALAXY,0.09840299
1237649921119027325,28.7813450278122,14.7489012151361,19.14681,17.79977,17.05679,16.63233,16.33916,GALAXY,0.09562941
1237649921118896343,28.5625233907215,14.787996625375,18.73033,17.237,16.41433,15.92776,15.60285,GALAXY,0.08424563
1237649921118896270,28.4309775730692,14.8225906543526,18.20305,16.81616,16.10238,15.69741,15.42345,GALAXY,0.06925762
1237649921118896266,28.4162677318833,14.764575842806,18.76105,17.5189,16.86259,16.46343,16.22953,GALAXY,0.1076947
1237649921118830823,28.3572038219946,14.7565095149547,18.77278,17.77612,17.36894,17.13426,16.99555,GALAXY,0.02661401
1237649921118830800,28.2859155657466,14.7457706319681,19.41389,18.3281,17.92147,17.71909,17.63477,STAR,-0.0001181381
1237649921118830798,28.2771765422395,14.7175011032172,19.24681,17.85618,17.25108,16.96806,16.8274,STAR,-0.0001183771
1237649921118830764,28.3983946339845,14.7285818405971,18.26459,17.34303,16.96645,16.80467,16.75488,STAR,-0.0002447238
1237649921118830753,28.3909897363175,14.8639858531683,18.74774,18.69239,18.57224,18.53893,18.58119,QSO,1.406291
1237649921118765342,28.2351452717704,14.7324747430344,18.9867,17.82796,17.41075,17.15543,16.81459,GALAXY,0.04375197
1237649921118765305,28.2339741729016,14.6917109928299,19.56464,18.17782,17.33262,16.93482,16.60734,GALAXY,0.1436143
1237649954403713104,20.0083371151929,14.8610510519321,17.42368,15.4232,14.45244,13.97545,13.65047,GALAXY,0.05368993
1237649954403844196,20.4721766946834,14.8957092116113,17.52329,15.74762,14.94362,14.57211,14.28181,GALAXY,0.03624415
1237649954403582157,19.8253490993006,14.8142631958716,19.45542,17.23569,16.20256,15.79401,15.49225,STAR,-0.0001375391
1237649954403582130,19.7925039819848,14.7841897380521,18.47317,17.10096,16.32995,15.94528,15.66681,GALAXY,0.1294665
1237649954403581980,19.7362382915193,14.780179909288,17.65689,16.58547,16.19116,16.03416,15.99483,STAR,-0.0001264765
1237649928632795300,56.6778131284479,-6.02612451324303,19.14147,18.17709,17.83234,17.7118,17.66582,STAR,0.0001947316
1237649921121190004,33.9289880575568,14.1275054284858,17.30136,16.06099,15.6087,15.4209,15.34875,STAR,-0.0002103561
1237649921121059048,33.5880303789389,14.1185429854838,18.80017,17.42381,16.65625,16.25344,15.91575,GALAXY,0.02897614
1237649921119748196,30.5287098780252,14.5797351467558,18.92428,18.74201,18.43114,18.46102,18.54921,QSO,1.068645
1237649921119486123,29.8529324959009,14.5433320980226,19.32488,18.07022,17.49285,17.25162,17.10865,STAR,-0.0003573487
1237649921119486100,29.8013318928531,14.6339404433466,19.21008,17.84006,17.24808,17.03639,16.92934,STAR,0.0001761476
1237649921119420506,29.7670252794306,14.6975264611161,18.5209,18.59225,18.8388,19.09574,19.23684,STAR,-0.001498293
1237649921119224042,29.2729179394449,14.7155760546402,19.12871,17.55508,16.79993,16.40199,16.06568,GALAXY,0.02526393
1237649921119223823,29.2033280961036,14.6064385155742,18.42941,16.62729,15.93232,15.67306,15.53763,STAR,-2.118722E-05
1237649921119158471,29.104464300535,14.6931364553865,19.51538,17.51737,16.47265,15.99151,15.61164,GALAXY,0.09381033
1237649921118961821,28.5987007301835,14.6597794674228,19.13844,17.53348,16.72542,16.30835,16.02112,GALAXY,0.08513402
1237649921118961813,28.5866513315407,14.6484596483463,18.77691,17.72569,17.3047,16.99207,16.873,GALAXY,0.06252798
1237649921118896321,28.5267828184906,14.7831367610098,19.18202,16.86411,15.86949,15.5288,15.34695,STAR,-7.673068E-05
1237649921118765213,28.1127482845849,14.8766069553924,19.30792,18.13922,17.47681,17.09514,16.84423,GALAXY,0.1082587
